file name, index, score
alpaca_cleaned_dataset, 8159, 0.092448
alpaca_cleaned_dataset, 42395, 0.09242
alpaca_cleaned_dataset, 49453, 0.0924
alpaca_cleaned_dataset, 24468, 0.092393
alpaca_cleaned_dataset, 42307, 0.092392
alpaca_cleaned_dataset, 6095, 0.092367
alpaca_cleaned_dataset, 34730, 0.09233
alpaca_cleaned_dataset, 33038, 0.09233
alpaca_cleaned_dataset, 49967, 0.092307
alpaca_cleaned_dataset, 11310, 0.092297
alpaca_cleaned_dataset, 1122, 0.09229
alpaca_cleaned_dataset, 30207, 0.092205
alpaca_cleaned_dataset, 42721, 0.092204
alpaca_cleaned_dataset, 8305, 0.092145
alpaca_cleaned_dataset, 48487, 0.09213
alpaca_cleaned_dataset, 28456, 0.092106
alpaca_cleaned_dataset, 45362, 0.092081
alpaca_cleaned_dataset, 3201, 0.092025
alpaca_cleaned_dataset, 3655, 0.091981
alpaca_cleaned_dataset, 49912, 0.091974
alpaca_cleaned_dataset, 27240, 0.091969
alpaca_cleaned_dataset, 28183, 0.091915
alpaca_cleaned_dataset, 43144, 0.091907
alpaca_cleaned_dataset, 8236, 0.091904
alpaca_cleaned_dataset, 35725, 0.091891
alpaca_cleaned_dataset, 17367, 0.091884
alpaca_cleaned_dataset, 27982, 0.091879
alpaca_cleaned_dataset, 3313, 0.091832
alpaca_cleaned_dataset, 25735, 0.091829
alpaca_cleaned_dataset, 40792, 0.091786
alpaca_cleaned_dataset, 51508, 0.091784
alpaca_cleaned_dataset, 6188, 0.091714
alpaca_cleaned_dataset, 44817, 0.09171
alpaca_cleaned_dataset, 18958, 0.091669
alpaca_cleaned_dataset, 5379, 0.091621
alpaca_cleaned_dataset, 31573, 0.09162
alpaca_cleaned_dataset, 51075, 0.091514
alpaca_cleaned_dataset, 46754, 0.091455
alpaca_cleaned_dataset, 35301, 0.091412
alpaca_cleaned_dataset, 40666, 0.091406
alpaca_cleaned_dataset, 12121, 0.091393
alpaca_cleaned_dataset, 44475, 0.091369
alpaca_cleaned_dataset, 28748, 0.091311
alpaca_cleaned_dataset, 32864, 0.091284
alpaca_cleaned_dataset, 5392, 0.091269
alpaca_cleaned_dataset, 17325, 0.09114
alpaca_cleaned_dataset, 40395, 0.091139
alpaca_cleaned_dataset, 37033, 0.091136
alpaca_cleaned_dataset, 8854, 0.091129
alpaca_cleaned_dataset, 634, 0.09112
alpaca_cleaned_dataset, 41560, 0.091086
alpaca_cleaned_dataset, 50875, 0.091017
alpaca_cleaned_dataset, 48843, 0.090995
alpaca_cleaned_dataset, 14268, 0.090978
alpaca_cleaned_dataset, 39039, 0.090956
alpaca_cleaned_dataset, 46897, 0.090955
alpaca_cleaned_dataset, 28920, 0.09092
alpaca_cleaned_dataset, 37750, 0.090894
alpaca_cleaned_dataset, 31658, 0.09089
alpaca_cleaned_dataset, 16892, 0.090888
alpaca_cleaned_dataset, 14648, 0.090849
alpaca_cleaned_dataset, 16499, 0.090844
alpaca_cleaned_dataset, 1268, 0.090841
alpaca_cleaned_dataset, 48513, 0.090792
alpaca_cleaned_dataset, 21607, 0.090786
alpaca_cleaned_dataset, 33382, 0.090773
alpaca_cleaned_dataset, 45356, 0.090771
alpaca_cleaned_dataset, 17622, 0.090767
alpaca_cleaned_dataset, 4618, 0.090752
alpaca_cleaned_dataset, 16887, 0.090708
alpaca_cleaned_dataset, 46204, 0.090705
alpaca_cleaned_dataset, 9976, 0.090687
alpaca_cleaned_dataset, 27911, 0.090682
alpaca_cleaned_dataset, 26174, 0.090679
alpaca_cleaned_dataset, 32424, 0.090617
alpaca_cleaned_dataset, 48798, 0.09055
alpaca_cleaned_dataset, 693, 0.090501
alpaca_cleaned_dataset, 4081, 0.090442
alpaca_cleaned_dataset, 35883, 0.090381
alpaca_cleaned_dataset, 24978, 0.09036
alpaca_cleaned_dataset, 27754, 0.090346
alpaca_cleaned_dataset, 5703, 0.090334
alpaca_cleaned_dataset, 36829, 0.090267
alpaca_cleaned_dataset, 11807, 0.090195
alpaca_cleaned_dataset, 45489, 0.089976
alpaca_cleaned_dataset, 49050, 0.089961
alpaca_cleaned_dataset, 13543, 0.089959
alpaca_cleaned_dataset, 44951, 0.089944
alpaca_cleaned_dataset, 36903, 0.089898
alpaca_cleaned_dataset, 19217, 0.089826
alpaca_cleaned_dataset, 21301, 0.089779
alpaca_cleaned_dataset, 2611, 0.089766
alpaca_cleaned_dataset, 20021, 0.089764
alpaca_cleaned_dataset, 2060, 0.089748
alpaca_cleaned_dataset, 35633, 0.089679
alpaca_cleaned_dataset, 37726, 0.089658
alpaca_cleaned_dataset, 49626, 0.089634
alpaca_cleaned_dataset, 22900, 0.089633
alpaca_cleaned_dataset, 34042, 0.089593
alpaca_cleaned_dataset, 51379, 0.089539
alpaca_cleaned_dataset, 40948, 0.089482
alpaca_cleaned_dataset, 40763, 0.089424
alpaca_cleaned_dataset, 12700, 0.089405
alpaca_cleaned_dataset, 13776, 0.089398
alpaca_cleaned_dataset, 10363, 0.089373
alpaca_cleaned_dataset, 29698, 0.089364
alpaca_cleaned_dataset, 18984, 0.089357
alpaca_cleaned_dataset, 41511, 0.089346
alpaca_cleaned_dataset, 49311, 0.08933
alpaca_cleaned_dataset, 39965, 0.089323
alpaca_cleaned_dataset, 4453, 0.089315
alpaca_cleaned_dataset, 4086, 0.089301
alpaca_cleaned_dataset, 42692, 0.089292
alpaca_cleaned_dataset, 9553, 0.089269
alpaca_cleaned_dataset, 20125, 0.089253
alpaca_cleaned_dataset, 5198, 0.089252
alpaca_cleaned_dataset, 11599, 0.089208
alpaca_cleaned_dataset, 5888, 0.089167
alpaca_cleaned_dataset, 22360, 0.089126
alpaca_cleaned_dataset, 41011, 0.089066
alpaca_cleaned_dataset, 563, 0.089054
alpaca_cleaned_dataset, 7639, 0.089032
alpaca_cleaned_dataset, 30120, 0.089025
alpaca_cleaned_dataset, 10281, 0.088993
alpaca_cleaned_dataset, 23748, 0.088969
alpaca_cleaned_dataset, 22712, 0.088969
alpaca_cleaned_dataset, 12736, 0.088957
alpaca_cleaned_dataset, 3285, 0.088953
alpaca_cleaned_dataset, 8625, 0.088948
alpaca_cleaned_dataset, 22354, 0.088948
alpaca_cleaned_dataset, 3048, 0.088933
alpaca_cleaned_dataset, 40204, 0.088919
alpaca_cleaned_dataset, 3855, 0.08889
alpaca_cleaned_dataset, 4441, 0.088872
alpaca_cleaned_dataset, 45896, 0.088852
